Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2021,Eswatini,SWZ,42.07940293,12.05825848,45.86233995,7.38329172,4.6,5.287148952,42.7,1.4,6.8,58.228,11.6,34.153,1206.608,15.78364939,0.733455561,4.646932674,0.068999794,0.437159951,2.051897767,13.00014791,0.163215295,1.03407831,0.371708849,2.355024747,5.683000088,52.52799988
2000,Ethiopia,ETH,66.667656,10.85094556,22.48139769,4.36504698,3.4,3.886149883,25.6,4.1,13,50.88,46.6,3.5,67411.495,984.4296095,11.00792347,1.118203207,2.674649672,0.27169537,54.15574162,5.501230469,3.842155394,0.390292547,12.34813002,1.254343622,14.79199982,38.65800095
2010,Ethiopia,ETH,57.54926946,9.700561278,32.75016869,5.46637249,3.4,4.496590137,27.4,3.2,12.6,59.709,21.9,2.3,90538.523,674.5523401,10.98243861,1.628107703,4.211021424,0.624269041,55.90863533,8.288257562,3.218877092,0.477187151,12.59995694,1.867899078,13.65299988,39.99599838
2015,Ethiopia,ETH,50.95380077,10.76874881,38.27744932,3.82316828,3.4,5.15336132,28.5,2.9,12.1,63.592,14.4,2.443,103867.138,604.36808,12.10897986,2.003577002,5.630875529,0.931696381,61.04687319,10.10094266,2.998556244,0.496147355,13.90705929,2.301090966,12.64599991,40.91799927
2019,Ethiopia,ETH,44.65431528,12.08698188,43.25870265,3.24287128,3.4,4.480869293,28.5,2.9,12.1,65.741,20.9,2.917,115737.387,611.8449628,14.82050964,2.422265531,7.146692084,1.168056047,72.61257788,11.86780676,3.299161079,0.539215206,17.1243984,2.798813333,12.45199966,41.0909996
2020,Ethiopia,ETH,44.65431528,12.08698188,43.25870265,3.48096275,3.4,4.090565205,28.5,2.9,12.1,65.969,23,3.994,118917.673,629.5111752,16.53623699,2.626837718,7.934123356,1.260362591,80.31578932,12.75843742,3.508732616,0.557374159,18.92037607,3.005566354,12.45199966,41.0909996
2021,Ethiopia,ETH,44.65431528,12.08698188,43.25870265,3.2075386,5,4.065248966,28.5,2.9,12.1,65.33,23.5,3.935,122138.59,685.9537738,17.02550815,2.482019751,8.144173126,1.187277254,82.61518734,12.0438418,3.596606841,0.524322043,19.62417074,2.860859068,12.45199966,41.0909996
2000,Fiji,FJI,12.45754541,7.237715342,80.30473882,3.42441177,10.9,5.877739906,29.6,2.7,11,66.194,4,4.7,840.927,6.025539396,1.0624429,17.6323285,0.049316526,0.818458272,2.21999622,36.84311186,0.274539494,4.556264192,0.192796612,3.199657312,14.17099953,32.15999985
2010,Fiji,FJI,9.929179993,6.134649311,83.93617084,3.41664124,10.9,4.498479843,32.9,2.7,10.8,66.778,6.1,4.343,910.43,6.753666549,1.47871039,21.89492743,0.060399436,0.894320676,2.431567959,36.0036721,0.213436445,3.160304753,0.243067889,3.599050789,14.55200005,32.12799835
2015,Fiji,FJI,9.751022515,6.062153669,84.18682236,3.32468939,10.9,4.809317589,29.7,3.1,11.3,66.48,7.1,4.291,918.594,7.144791781,1.598291018,22.37001535,0.066617746,0.932395908,2.591030226,36.26460092,0.212556285,2.974982221,0.266795929,3.734131625,17.36800003,29.0170002
2019,Fiji,FJI,9.350539618,5.944280241,84.70517966,4.28229284,10.9,5.152731895,24.2,3.5,12.9,67.009,5.5,4.373,914.903,7.560920348,1.727029852,22.84152951,0.073496636,0.972059382,2.719494268,35.96776771,0.21853931,2.890379737,0.302354273,3.998908322,18.62599945,26.12400055
2020,Fiji,FJI,9.350539618,5.944280241,84.70517966,5.28987408,10.9,5.805195332,24.2,3.5,12.9,66.924,6.2,4.649,914.977,7.750528551,1.752861808,22.6160293,0.074504308,0.961280344,2.756241796,35.56198494,0.219700608,2.834653227,0.307913935,3.972812083,18.94099998,25.40099907
2021,Fiji,FJI,9.350539618,5.944280241,84.70517966,7.06084681,17.7,4.852686405,24.2,3.5,12.9,64.904,6.9,4.701,916.724,9.414257298,1.708679422,18.14991207,0.071870284,0.763419584,2.613265536,27.75859479,0.205685056,2.184825101,0.293190031,3.114319285,18.94099998,25.40099907
2000,Finland,FIN,6.908497103,7.369665822,85.72183609,7.09253168,5.8,5.709300041,22.4,4.1,14,77.46585366,2.5,11.134,5176.208,49.32516264,0.494523404,1.002578354,3.078382486,6.240998147,21.58519703,43.76102555,0.119285316,0.241834612,0.41636499,0.844122894,23.51199913,22.78199959
2010,Finland,FIN,1.934042319,6.617012094,91.44894633,9.14202785,5.8,6.504449844,22.5,3.7,13.8,79.87073171,2.5,8.394,5363.353,50.92153882,0.367356855,0.721417426,4.50231077,8.841662828,21.68501977,42.58516194,0.09357961,0.183772155,0.448494611,0.880756201,22.9109993,22.79100037
2015,Finland,FIN,1.208530706,5.468622614,93.32284481,9.64523888,5.8,7.032080173,22.4,3.8,14,81.4804878,2.5,9.376,5479.728,52.35480946,0.382712138,0.730997099,5.606876089,10.70938114,21.64480779,41.34253952,0.08808798,0.168251936,0.404853491,0.773288061,23.29100037,22.37700081
2019,Finland,FIN,1.42416707,5.643007367,92.93282585,9.17142677,5.8,6.416950226,23,3.8,13.9,81.98292683,2.5,6.695,5521.768,53.97695596,0.497490411,0.921671855,6.364606728,11.79134061,20.9421152,38.79825164,0.072121016,0.133614456,0.328858015,0.609256319,23.29000092,22.64999962
2020,Finland,FIN,1.42416707,5.643007367,92.93282585,9.63249588,5.8,6.634940147,22.6,3.9,14,81.93170732,2.5,7.759,5529.626,55.52065736,0.566979967,1.021205428,6.590282962,11.86996566,21.35149411,38.45684674,0.077359319,0.1393343,0.336781806,0.606588289,23.07799911,23.01799965
2021,Finland,FIN,1.42416707,5.643007367,92.93282585,9.83458328,6.1,6.538259983,22.9,3.8,13.9,81.88536585,2.5,7.617,5541.088,57.68579723,0.571642398,0.990958651,6.865907549,11.90224956,22.03094656,38.19128384,0.072555708,0.125777421,0.35767276,0.620036088,23.45000076,22.67000008
2000,France,FRA,6.597569458,7.940804407,85.46162707,9.58447742,5.4,5.60021925,25,3.1,12.6,79.05609756,2.5,10.218,59483.716,531.6248064,10.3352674,1.944090508,22.33233015,4.200769017,167.8648072,31.57580407,1.723905561,0.324271091,7.381074468,1.388399183,20.13199997,25.41300011
2010,France,FRA,5.904809379,6.939113431,87.15608136,11.22560215,5.4,5.642791748,27.1,3.1,12.4,81.66341463,2.5,9.279,63417.364,545.7038414,10.20107304,1.869342355,35.61216565,6.525914416,153.601458,28.14740275,1.053285598,0.193014144,10.66111416,1.953644697,19.91200066,26.3029995
2015,France,FRA,6.575025838,6.595234921,86.82973887,11.43985462,5.4,5.446427345,26.6,3.1,12.8,82.32195122,2.5,10.354,64916.331,565.8510217,10.64948297,1.882029467,46.00666215,8.130525595,148.0359203,26.1616423,0.940553329,0.166219251,10.39030643,1.836226503,20.05400085,25.70499992
2019,France,FRA,6.368028036,6.355869093,87.27610337,11.09938431,5.4,5.354430199,24.8,3.1,13.1,82.82682927,2.5,8.415,65729.468,581.2855491,10.14931941,1.746012682,48.3326601,8.314787832,145.5811586,25.04468911,0.902996442,0.155344726,11.41581036,1.963890273,20.1439991,25.40500069
2020,France,FRA,6.368028036,6.355869093,87.27610337,12.07226849,5.4,5.659810066,24.5,3.1,13.2,82.17560976,2.5,8.009,65905.278,658.0566574,11.14787622,1.694060245,45.66128606,6.938807708,145.4000434,22.0953685,0.789060361,0.119907663,12.20723926,1.855043805,20.48200035,25.16300011
2021,France,FRA,6.368028036,6.355869093,87.27610337,12.29229355,5.3,5.430389881,24.9,2.9,13.1,82.32439024,2.5,7.874,66083.542,648.5807504,11.5076618,1.774283587,42.59118122,6.566827831,150.8806789,23.26320645,0.786409276,0.121250789,12.73217021,1.96308173,21.19000053,24.65999985
2000,Gabon,GAB,51.10697389,6.301954222,42.59107157,2.90124774,10.3,3.827090025,33.1,2.3,10.1,61.81,10.8,17.789,1275.586,15.23394534,0.442756726,2.90638253,0.167564273,1.099940096,2.468123143,16.20147039,0.093634159,0.614641556,0.383399357,2.516743681,11.66899967,40.48099899
2010,Gabon,GAB,49.72453953,7.69709005,42.57836971,2.47556901,10.3,3.078089952,33.1,2.3,10.1,64.715,14.1,20.39,1719.891,16.11453153,0.569444296,3.533731621,0.206119279,1.279089489,2.704053293,16.78021658,0.089052057,0.552619586,0.532611346,3.305161831,13.21399975,35.55899811
2015,Gabon,GAB,45.94516699,8.551883046,45.50294942,2.65743947,10.3,2.824359894,33.1,2.3,10.1,66.336,14.1,19.978,2041.007,16.68959826,0.718280338,4.303760503,0.241652554,1.447923132,3.15987349,18.93319085,0.094325487,0.565175301,0.669676633,4.012538964,13.54899979,33.7519989
2019,Gabon,GAB,46.27022173,8.723468716,45.00630924,2.7768569,10.3,2.874309778,27.7,2.2,10.8,67.337,18.8,20.358,2267.712,17.55769982,0.754378753,4.296569376,0.245939107,1.400747874,3.213025795,18.2998105,0.089956351,0.512347014,0.710728983,4.04796181,13.68200016,33.02999878
2020,Gabon,GAB,46.27022173,8.723468716,45.00630924,3.41717625,10.3,3.398740768,27.7,2.2,10.8,67.073,19.7,21.27,2322.545,17.95733644,0.679045201,3.781436087,0.222611083,1.239666496,2.853602527,15.89101221,0.080214459,0.446694639,0.63664938,3.545344166,13.68200016,33.02999878
2021,Gabon,GAB,46.27022173,8.723468716,45.00630924,2.69024062,5.5,2.700792789,27.7,2.2,10.8,67.072,20.1,21.218,2376.742,18.37103805,0.659727801,3.591129687,0.213417234,1.161704818,2.756826399,15.00637249,0.07841742,0.426853507,0.623688843,3.394957005,13.68200016,33.02999878
2000,Georgia,GEO,4.571325351,4.093804215,91.33487164,7.194592,2.8,2.181050062,30.3,1.8,10.6,70.091,7.3,10.82,4328.363,46.38236971,0.861655001,1.857720954,0.004375756,0.009434093,33.57346698,72.38411317,0.307129687,0.662169028,0.14279671,0.307868509,12.73700047,33.7820015
2010,Georgia,GEO,2.882187995,4.721239138,92.39657111,8.93945503,2.8,2.803647995,29.5,2.1,10.7,71.732,6.8,20.203,3895.938,50.55274303,0.983626154,1.945742398,0.013983887,0.027661974,33.92113687,67.1004872,0.073079826,0.144561544,0.470562799,0.930835344,12.97000027,34.09000015
2015,Georgia,GEO,3.036358721,4.507105916,92.45653504,7.29130507,2.8,3.164874077,27.8,2.6,11.3,73.241,6.6,16.506,3791.578,50.49996454,1.272327998,2.519463152,0.112599601,0.222969664,29.85317707,59.11524363,0.086178748,0.170651105,0.684529553,1.355505017,16.03000069,31.12999916
2019,Georgia,GEO,2.753144065,3.901356014,93.34550045,6.59411573,2.8,3.829859972,27.6,2.6,11.7,74.165,5.4,11.565,3796.725,48.59013338,1.039768555,2.139875902,0.166565703,0.342797378,26.51730858,54.57344266,0.068150686,0.140256224,0.76292297,1.57011911,15.92000008,29.70999908
2020,Georgia,GEO,2.753144065,3.901356014,93.34550045,8.34160137,2.8,3.849859238,26.2,2.7,12,73.509,5.2,11.73,3795.682,53.05102752,1.052498769,1.983936632,0.196584906,0.37055815,27.50847175,51.85285381,0.07954694,0.149944203,0.460945964,0.86887283,16.88199997,28.01300049
2021,Georgia,GEO,2.753144065,3.901356014,93.34550045,8.3153286,5.7,3.594419956,26.2,2.7,12.1,71.635,5.2,11.791,3788.452,63.17200033,1.190882396,1.885142768,0.275722719,0.436463493,27.54738819,43.60695886,0.074674429,0.118208112,0.598379203,0.947222187,17.1779995,27.27700043
2000,Germany,DEU,4.013393871,4.117360372,91.86924481,9.88843536,5.3,4.068152428,22.6,3.6,13.5,77.92682927,2.5,7.917,81797.251,828.7324408,18.49553717,2.231786312,6.371875508,0.768870047,385.0085587,46.45752232,3.561287098,0.429727005,11.64201716,1.404798049,22.06999969,23.18000031
2010,Germany,DEU,4.631465158,3.867861516,91.50066958,11.09592915,5.3,5.095880032,23.7,3.5,13.2,79.98780488,2.5,7.043,80830.926,840.5719162,18.81909245,2.238843826,24.22206296,2.881616967,342.6402775,40.76275579,1.253707969,0.1491494,20.43478113,2.431056847,21.35000038,24.18000031
2015,Germany,DEU,5.006823057,3.946929202,91.04624669,11.19027996,5.3,4.855150223,24.6,3.2,12.9,80.64146341,2.5,4.612,82077.555,930.519188,19.38792796,2.083560254,45.70115418,4.911360751,357.4321243,38.41211755,1.105456113,0.118799927,26.09611514,2.804468245,20.98999977,24.05999947
2019,Germany,DEU,4.759985416,4.641679278,90.59833276,11.71595001,5.3,5.11552,24.7,3.1,13.1,81.29268293,2.5,3.163,83559.191,945.1440212,19.19130165,2.030516113,62.49185958,6.61188752,337.0184178,35.65789026,1.143336955,0.120969601,25.34212441,2.681297648,20.69000053,25.31999969
2020,Germany,DEU,4.759985416,4.641679278,90.59833276,12.6902256,5.3,5.590380192,25,2.9,12.8,81.04146341,2.5,3.881,83628.707,991.7788634,20.51854813,2.06886322,64.14569543,6.467741731,343.2445889,34.60898407,1.104695454,0.111385259,25.9495096,2.616461245,20.73999977,25.12999916
2021,Germany,DEU,4.759985416,4.641679278,90.59833276,12.90171242,6.9,5.454889774,25,2.9,12.8,80.7902439,2.5,3.594,83697.08,1038.467142,20.89183835,2.0117958,65.06743577,6.265719264,350.1472974,33.71770596,1.120532594,0.107902556,26.98917254,2.598943332,20.37800026,25.45700073
2000,Ghana,GHA,64.09892249,6.60852053,29.29255705,1.7894485,5,5.354440212,32.7,1.9,9.9,58.139,14.9,10.456,19637.092,183.8899416,1.770662017,0.962892262,0.482914964,0.262610864,23.89465605,12.99399839,0.620019953,0.337169041,2.109349227,1.147071563,9.890000343,42.57400131
2010,Ghana,GHA,53.33688296,8.135907818,38.5272086,4.73425055,5,5.540599823,32.7,1.9,9.9,61.297,7,5.384,25475,207.9762771,4.686361811,2.253315559,0.883757679,0.424931964,36.36192246,17.48368755,1.000763762,0.481191305,4.625576615,2.224088574,9.222000122,44.28900146
2015,Ghana,GHA,48.18057431,8.974310622,42.84511743,4.5429678,5,3.688745499,31.7,2,9.8,63.175,9.7,6.806,28696.068,208.3988659,5.39952407,2.590956552,1.120375362,0.537611065,39.90749995,19.14957636,1.059471191,0.508386256,5.460665743,2.620295326,8.906999588,44.1570015
2019,Ghana,GHA,45.23819591,9.375667066,45.38613919,3.25450468,5,3.153071165,32.2,1.6,9.6,64.455,6.9,3.16,31258.942,208.3076903,5.969862988,2.865886986,1.334920532,0.640840734,42.44556167,20.37637766,1.064887013,0.511208689,6.209379254,2.980868946,8.569999695,44.35499954
2020,Ghana,GHA,45.23819591,9.375667066,45.38613919,4.4331708,5,3.409159899,32.2,1.6,9.6,64.309,6,3.313,31887.812,211.0109848,6.307243135,2.989059143,1.42062484,0.673246865,44.42966528,21.05561723,1.066158283,0.505261982,6.448090798,3.055808115,8.569999695,44.35499954
2021,Ghana,GHA,45.23819591,9.375667066,45.38613919,3.86030865,2.6,3.41949439,32.2,1.6,9.6,64.286,5.9,3.384,32518.67,217.6310293,6.512383911,2.992396779,1.464129178,0.672757549,45.76344931,21.02799837,1.124515616,0.516707392,6.662330823,3.06129638,8.569999695,44.35499954
2000,Greece,GRC,3.917266981,3.942569791,92.14016407,7.24332571,5.1,3.230190039,25.3,2.6,12.1,77.88780488,2.5,11.345,10782.642,104.0993662,0.55881323,0.536807524,0.621275527,0.596810095,53.38777851,51.28540205,0.023867441,0.022927556,1.962645036,1.885357333,18.42200089,26.11599922
2010,Greece,GRC,5.735066517,2.991044256,91.27388891,9.59662342,5.1,4.140564919,25.6,2.4,12.3,80.38780488,2.5,12.719,11124.671,110.8285719,0.854513993,0.771023193,0.524901099,0.473615323,50.79250434,45.82979233,0.012464161,0.011246343,2.234740084,2.016393468,19.14299965,25.3560009
2015,Greece,GRC,9.887952533,3.301125968,86.81091947,8.22004509,5.1,3.661390066,26.2,1.9,11.8,81.03658537,2.5,24.981,10820.897,127.5530202,1.088724988,0.853547008,2.074924734,1.626715487,51.89176114,40.68250288,0.038042921,0.029825183,4.16193976,3.262909614,18.29500008,25.8920002
2019,Greece,GRC,12.85460659,3.909227141,83.23616725,8.1982832,5.1,3.586129904,24.9,2.5,12.6,81.63902439,2.5,17.045,10718.574,134.7808843,1.52871806,1.134224685,3.301822043,2.449770278,52.83303148,39.1992023,0.029434094,0.021838478,4.897778699,3.633882302,19.95000076,24.54000092
2020,Greece,GRC,12.85460659,3.909227141,83.23616725,9.5242157,5.1,4.495000362,25.2,2.4,12.5,81.28780488,2.5,15.899,10699.373,142.0549727,1.528574812,1.076044565,4.539427998,3.195543185,54.43971514,38.32299152,0.030135515,0.021213981,5.054049271,3.557812286,19.90399933,24.69499969
2021,Greece,GRC,12.85460659,3.909227141,83.23616725,9.18476486,6.4,4.082014561,24.8,2.6,12.5,80.08292683,2.5,14.656,10579.569,156.7600629,1.637481769,1.044578408,5.438850473,3.469538333,55.10861089,35.15475171,0.038752172,0.024720692,5.586198837,3.563534444,19.36199951,24.92300034
2000,Grenada,GRD,14.42403395,5.071166298,80.50480179,5.35886383,12.1,3.926739931,33.7,2.1,9.7,72.955,,,107.49,0.897516584,0.068820559,7.667887214,0.005267608,0.586909275,0.303545711,33.82062417,0.001497025,0.166796385,0.042479696,4.73302634,13.43799973,36.66699982
2010,Grenada,GRD,10.034405,4.99853717,84.96706003,5.4188118,12.1,5.075082302,33.7,2.1,9.7,74.731,,,111.63,1.374118545,0.120411625,8.762826607,0.007419533,0.539948541,0.47237462,34.37655518,0.007423302,0.540222796,0.052867974,3.847409958,13.43799973,36.66699982
2015,Grenada,GRD,12.35074462,5.677788622,81.97146604,4.64675617,8.6,4.238610268,33.7,2.1,9.7,75.037,,,114.724,1.214688191,0.093657272,7.710396162,0.013609682,1.120425939,0.418841816,34.48142649,0.002850944,0.234705858,0.057022588,4.694421868,13.43799973,36.66699982
2019,Grenada,GRD,11.33948777,5.855976428,82.80453589,4.93189621,8.6,3.559193373,33.7,2.1,9.7,74.971,,,116.027,1.307257389,0.114467026,8.756273021,0.011423736,0.873870411,0.440089375,33.66508985,0.004632709,0.354383859,0.06856493,5.244944895,13.43799973,36.66699982
2020,Grenada,GRD,11.33948777,5.855976428,82.80453589,5.3228159,8.6,3.559193373,33.7,2.1,9.7,75.019,,,116.383,1.046651961,0.085493672,8.16830003,0.011213832,1.071400289,0.396441867,37.87714362,0.002469378,0.23593112,0.048461034,4.630100181,13.43799973,36.66699982
2021,Grenada,GRD,11.33948777,5.855976428,82.80453589,5.34433317,12.6,4.090303421,33.7,2.1,9.7,74.522,,,116.738,1.318110242,0.074169324,5.626943931,0.010307685,0.782004737,0.339975941,25.7926788,0.000579874,0.043992809,0.041611285,3.156889564,13.43799973,36.66699982
2000,Guatemala,GTM,44.59651363,12.56915427,42.83433299,5.39686108,9.3,3.032850027,43.9,1.2,7.4,67.102,22.5,2.606,11697.595,68.01351087,2.251233148,3.309979324,0.487960603,0.717446574,7.846493877,11.53666937,0.354694646,0.521506156,1.706703252,2.509359141,10.91100025,43.85400009
2010,Guatemala,GTM,28.3414119,17.07852786,54.58006024,6.1247797,9.3,2.848649979,43.2,1.1,7,69.885,15.7,3.497,14500.114,71.84020133,4.362676665,6.072751167,0.79704212,1.10946532,9.753623747,13.57683242,0.264356772,0.367978885,3.913239175,5.447143943,11.51500034,41.80400085
2015,Guatemala,GTM,23.77548703,15.27029544,60.95422034,6.00602007,9.3,3.030329943,38,1.7,8.6,70.915,15.6,2.506,15971.752,76.40222274,5.716892613,7.482626038,0.9920587,1.298468375,12.30953475,16.11148774,0.233456357,0.305562259,4.923626012,6.444349177,13.10999966,38.04999924
2019,Guatemala,GTM,22.30970346,16.1241799,61.56611646,6.17443275,9.3,3.192970037,38,1.7,8.6,71.639,14.1,2.193,17103.807,80.1708921,6.75952947,8.431401089,1.104436017,1.377602254,13.58328304,16.94291118,0.214647904,0.267737951,5.55010922,6.922848274,13.10999966,38.04999924
2020,Guatemala,GTM,22.30970346,16.1241799,61.56611646,6.45951891,9.3,3.295030117,38,1.7,8.6,69.971,13.6,2.955,17357.332,91.76270016,7.159965176,7.802696698,1.247048348,1.358992647,13.82224344,15.06303042,0.211634044,0.230631884,5.676834178,6.186428874,13.10999966,38.04999924
2021,Guatemala,GTM,22.30970346,16.1241799,61.56611646,6.97680426,13.1,3.106349945,38,1.7,8.6,67.858,13.2,2.174,17598.66,109.5372927,6.450886897,5.889215204,1.05263199,0.960980469,11.70550817,10.68632233,0.189152072,0.172682807,5.033633913,4.595360893,13.10999966,38.04999924
2000,Guinea,GIN,71.42496726,6.983743832,21.59128963,4.740973,4.4,1.778650045,34,2.3,9.8,52.42,17.9,4.599,8428.839,116.7699702,1.211066432,1.037138598,0.35233397,0.301733373,11.14243696,9.542211017,0.583556246,0.499748562,1.132580089,0.969924105,9.104000092,46.30199814
2010,Guinea,GIN,62.96711022,7.885336404,29.1475524,3.42781734,4.4,2.551189899,30.1,2.5,10.7,56.431,17.4,5.097,10396.095,113.1076805,1.783260638,1.576604374,0.465181628,0.411273245,15.06369774,13.3180149,0.755476559,0.667926843,1.523353106,1.346816679,11.93299961,40.86399841
2015,Guinea,GIN,59.91719051,8.496864221,31.58594477,5.80919266,4.4,2.517139912,26.4,3,12.2,57.899,12.8,5.224,11767.064,118.7308654,1.975992873,1.664262167,0.519785422,0.437784581,16.29293208,13.72257502,0.808504065,0.680955253,1.673319913,1.409338597,13.3760004,38.57699966
2019,Guinea,GIN,57.96012489,8.76659121,33.27328387,4.08876228,4.4,1.858129978,23.1,3.5,13.1,59.379,11.7,5.018,13034.355,117.7863181,2.16278676,1.836195234,0.583492203,0.495381987,17.12001775,14.53481017,0.840522168,0.713599152,1.840307611,1.562412035,14.1960001,37.05400085
2020,Guinea,GIN,57.96012489,8.76659121,33.27328387,3.90094519,4.4,2.432670116,23.1,3.5,13.1,59.35,10.4,6.018,13371.183,120.0779068,2.309385101,1.923238972,0.621848035,0.517870482,18.10696549,15.07934804,0.874555053,0.728323033,1.952895218,1.626356813,14.1960001,37.05400085
2021,Guinea,GIN,57.96012489,8.76659121,33.27328387,3.7175858,2.1,2.040748119,23.1,3.5,13.1,59.373,9.9,5.827,13710.52,121.2118725,2.294298368,1.892800037,0.624445991,0.515169,17.77566256,14.66495169,0.863638793,0.712503466,1.916854178,1.581407941,14.1960001,37.05400085
2000,Guinea-Bissau,GNB,68.4304031,6.561123302,25.00847487,4.18953228,3,1.682209969,28,2.9,11.8,50.565,15.7,3.557,1234.759,19.75850219,0.252022983,1.27551664,0.066384285,0.335978327,2.532857783,12.81907788,0.126579645,0.640633808,0.272035085,1.376800137,11.52499962,41.85900116
2010,Guinea-Bissau,GNB,62.48500732,8.003703546,29.51128908,5.26704073,3,1.682209969,42,1.7,8.3,56.999,21,3.137,1566.359,18.10757199,0.255991439,1.413725923,0.053107895,0.293291091,2.26538017,12.5106788,0.117348394,0.648062555,0.248111767,1.370210029,7.375,51.67200089
2015,Guinea-Bissau,GNB,61.41860754,8.285751299,30.29564184,8.13228226,3,2.010270119,42,1.7,8.3,60.071,30,3.157,1786.471,17.98436526,0.282209466,1.56919336,0.056266105,0.312861223,2.436429644,13.54748754,0.124844908,0.694185791,0.265941806,1.478738906,10.25599957,45.40399933
